Bevétel;Cég;dbszám;függvénynek;ism;Gyáriszám;hadrianus azonosító;Gyártó;Típus;CPU Típus;CPU Modell;CPU Órajel (mhz);Ram (mb);Ram típus;hdd (gb);hdd típus;állapot (%);badsector (db);cd/dvd;kijelző mérete;kijelző típusa;kijelző felbontás;VGA típusa;VGA kimenet;webcam;Licensz;Licensz sorszám;Billentyűzet nyelve;Akku;állapot;Műszaki hiba;Esztétikai hiba;csomagolás;javítva/bővítve;Besz.ár;ár 1-20;ár 20+;kisker;Nettó eladási ár;Eladás dátuma;Szállító;számlázó kategoria;számlázó leltár;leltár dátum;raktárhely;egyéb;Leírás;nettó kisker ár;NYERESÉG;Szállító - javitás
2021.07.15;KH;1;48000;;bs8mf12;H21/2:2512;Dell;Latitude E5440;Core i5;4300U;1900;8192;ddr3;256;sata ssd;100;0;dvd-rw;14;;;integrált;hdmi;webcam;Win 7 pro;;magyar;gyenge;használt B;;kopott, karcos display;nincs;2021.08.09;10000;52000;48000;;48 000;2021.12.14;kisker;notebook;0;2021.09.30;árlista;;;;38000;kisker
2021.07.15;KH;1;#HIÁNYZIK;;3zysk12;H21/2:2460;Dell;Latitude E5440;Core i5;4300U;1900;8192;ddr3;nincs;;;;dvd-rw;14;;;integrált;hdmi;webcam;Win 8 pro;;magyar;gyenge;használt D;zárlatos lap, nincs ssd, ;enyhén kopott;nincs;;4000;;;;;;;notebook;1;2022.01.07;095;;;;;
2020.07.16;KH;1;#HIÁNYZIK;;41ysk12;H20/2:1533;Dell;Latitude E5440;Core i5;4300U;1900;nincs;ddr3;500;sata hdd;100;0;dvd-rw;14;;;integrált;hdmi;webcam;Win 7 pro;;magyar;gyenge;használt C;nincs ram, lefagy;kopott;nincs;;2000;;;;4 490;2021.09.06;vatera;notebook;0;;;;;;2490;vatera
2020.02.10;KH;1;#HIÁNYZIK;;cb4nk32;H20/0:5137;Dell;Latitude E5440;Core i5;4300U;1900;nincs;ddr3;nincs;;;;dvd-rw;14;;;integrált;hdmi;webcam;;;magyar;gyenge;használt C;ventilátor hibás, bios password;kopott;nincs;;2000;;;;21 260;2021.09.09;vatera;notebook;0;;;;;;19260;vatera
2020.03.17;Egis;1;#HIÁNYZIK;;;H20/1:8674;Dell;Latitude E5440;Core i5;4300U;1900;nincs;;nincs;;;;nincs;14;;;integrált;hdmi;webcam;;;magyar;nincs;használt C;erősen hiányos;kopott;nincs;;2000;;;;;;;notebook;1;2022.01.07;081;;;;;
2021.09.14;Egis;1;#HIÁNYZIK;;81btd12;H21/3:6119;Dell;Latitude E5440;Core i5;4300U;1900;nincs;ddr3;nincs;;;;dvd-rw;14;;HD+ (1600 x 900);integrált;hdmi;webcam;Win 8 pro;;magyar;nincs;használt D;bios password, hiányos, törött és hiányos burkolat, rossz billentyűzet;erősen kopott, törött;nincs;;2000;;;;19 687;2021.11.23;vatera;notebook;0;;;;;;17687;vatera
2020.03.17;Egis;1;#HIÁNYZIK;;;H20/1:8680;Dell;Latitude E5440;Core i5;4300U;1900;nincs;;nincs;;;;dvd-rw;14;;;integrált;hdmi;webcam;;;magyar;nincs;használt D;erősen hiányos, be sem kapcsol;kopott;nincs;;2000;;;;20 882;2021.11.09;vatera;notebook;0;;;;;;18882;vatera
2020.02.10;KH;1;#HIÁNYZIK;;dm8mf12;H20/0:5107;Dell;Latitude E5440;Core i5;4300U;1900;nincs;ddr3;nincs;;;;dvd-rw;14;;;integrált;hdmi;webcam;;;magyar;rossz;használt D;hiányos, alaplap hibás;;nincs;;2000;;;;;;;notebook;1;2022.01.07;081;;;;;
2020.04.27;KH;1;#HIÁNYZIK;;;H20/1:4238;Dell;Latitude E5440;Core i5;4300U;1900;nincs;;nincs;;;;nincs;14;;;integrált;hdmi;webcam;;;magyar;nincs;használt D;hiányos, bios password;kopott;nincs;;1000;;;;nincs raktáron;2021.12.31;alkatrésznek;notebook;0;;;;;;-1000;alkatrésznek
2020.02.10;KH;1;#HIÁNYZIK;;5lysk12;H20/0:5129;Dell;Latitude E5440;Core i5;4310U;2000;4096;ddr3;nincs;;;;dvd-rw;14;;;integrált;hdmi;webcam;;;magyar;rossz;használt C;bios password;kopott;nincs;;2000;;;;;;;notebook;1;2022.01.07;081;;;;;
2021.10.18;KH;1;#HIÁNYZIK;;;H21/3:5917;Dell;Latitude E5440;Core i5;4310U;2000;4096;ddr3;nincs;;;;dvd-rw;14;;HD (1366 x 768);integrált;hdmi;webcam;Win 8 pro;;magyar;gyenge;használt C;törött display, hdd nincs;enyhén kopott;nincs;;2000;;;;;;;notebook;1;2022.01.07;081;;;;;
2019.11.13;KH;1;#HIÁNYZIK;;?;H19/2:7248;Dell;Latitude E5440;Core i5;4310U;2000;4096;ddr3;nincs;;;;dvd-rw;14;;;integrált;hdmi;webcam;Win 7 pro;;magyar;ok;használt C;hiányos, bios password;;nincs;;1000;;;;nincs raktáron;2021.12.31;alkatrésznek;notebook;0;;;;;;-1000;alkatrésznek
2021.07.15;KH;1;54000;;dpxsk12;H21/2:0687;Dell;Latitude E5440;Core i5;4310U;2000;8192;ddr3;120;sata ssd;100;0;dvd-rw;14;;;integrált;hdmi;webcam;Win 7 pro;;magyar;gyenge;használt A-;;enyhén kopott;nincs;2021.09.10;8000;58000;54000;;garba;2021.09.13;nagyker - Rasztovich;notebook;0;2021.08.10;árlista;;;;-8000;nagyker
2021.10.01;raktárról;1;48000;;;H19/1:7965;Dell;Latitude E5440;Core i5;4310U;2000;8192;ddr3;120;sata ssd;100;0;dvd-rw;14;;;integrált;hdmi;webcam;Win 8 pro;;magyar;gyenge;használt B;;kopott, repedt burkolat, display folt;nincs;;0;52000;48000;;48 000;2021.12.14;kisker;notebook;0;2021.10.28;árlista;;;;48000;kisker
2020.02.10;KH;1;48000;;7rysk12;H20/0:5120;Dell;Latitude E5440;Core i5;4310U;2000;8192;ddr3;120;sata ssd;100;0;dvd-rw;14;;;integrált;hdmi;webcam;Win 7 home;;magyar;új;használt B;;kopott, horpadt fedlap;nincs;2021.07.20;2000;52000;48000;;52 000;2021.10.07;nagyker - PC Kft;notebook;0;2021.09.30;árlista;;;;50000;nagyker
2021.09.13;garból;1;#HIÁNYZIK;;1rvsk12;H20/0:0755;Dell;Latitude E5440;Core i5;4310u;2000;8192;ddr3;120;sata ssd;100;0;nincs;14;;;integrált;hdmi;webcam;Win 7 home;;magyar;gyenge;használt C;vázelem későbbi javítása donorból;kopott;nincs;2021.04.13;0;;;;;;;notebook;1;2022.01.07;087;;;;;
2020.07.16;KH;1;#HIÁNYZIK;;hw0nk32;H20/2:1549;Dell;Latitude E5440;Core i5;4310U;2000;8192;ddr3;500;sata hdd;100;0;dvd-rw;14;;;integrált;hdmi;webcam;Win 7 pro;;magyar;gyenge;használt A;;;nincs;;2000;;;;14 016;2021.09.30;vatera;notebook;0;;;;;;12016;vatera
2020.07.16;KH;1;#HIÁNYZIK;;fwxsk12;H20/2:1516;Dell;Latitude E5440;Core i5;4310U;2000;8192;ddr3;500;sata hdd;100;0;dvd-rw;14;;;integrált;hdmi;webcam;Win 7 pro;;magyar;gyenge;használt A;;;nincs;;2000;;;;16 535;2021.09.09;vatera;notebook;0;;;;;;14535;vatera
2020.07.16;KH;1;#HIÁNYZIK;;8tn6k12;H20/2:1564;Dell;Latitude E5440;Core i5;4310U;2000;8192;ddr3;500;sata hdd;100;0;dvd-rw;14;;;integrált;hdmi;webcam;Win 7 pro;;magyar;nincs;használt C;nincs akku;;nincs;;2000;;;;alkatrésznek;2021.09.08;alkatrésznek;notebook;0;;;;;;-2000;alkatrésznek
2021.03.30;KHBank;1;#HIÁNYZIK;;1100000376053;H21/0:8043;Dell;Latitude E5440;Core i5;4310U;2000;nincs;ddr3;320;sata hdd;100;0;dvd-rw;14;;;integrált;hdmi;webcam;Win 7 pro;;magyar;nincs;használt D;nem ad képet, hiányos;;nincs;;2000;;;;;;;notebook;1;2022.01.07;081;;;;;
2020.02.10;KH;1;#HIÁNYZIK;;crn6k12;H20/0:5108;Dell;Latitude E5440;Core i5;4310U;2000;nincs;ddr3;nincs;;;;dvd-rw;14;;;integrált;hdmi;webcam;;;magyar;rossz;használt C;hiányos, venti hibás, bios password;kopott;nincs;;2000;;;;14 961;2021.09.06;vatera;notebook;0;;;;;;12961;vatera
2020.02.10;KH;1;#HIÁNYZIK;;h896k12;H20/0:5110;Dell;Latitude E5440;Core i5;4310U;2000;nincs;ddr3;nincs;;;;dvd-rw;14;;;integrált;hdmi;webcam;;;magyar;rossz;használt C;hiányos, alaplap hibás, bios password;kopott;nincs;;2000;;;;24 490;2021.09.22;vatera;notebook;0;;;;;;22490;vatera
2020.02.10;KH;1;#HIÁNYZIK;;b21nk32;H20/0:5106;Dell;Latitude E5440;Core i5;4310U;2000;nincs;ddr3;nincs;;;;dvd-rw;14;;;integrált;hdmi;webcam;;;magyar;rossz;használt C;hiányos, touchpad hibás;kopott;nincs;;2000;;;;;;;notebook;1;2022.01.07;081;;;;;
2021.03.30;KHBank;1;#HIÁNYZIK;;1100000376427;H21/0:8045;Dell;Latitude E5440;Core i5;4310U;2000;nincs;ddr3;nincs;;;;dvd-rw;14;;;integrált;hdmi;webcam;Win 7 pro;;magyar;nincs;használt C;hiányos;törött, kopott;nincs;;8000;;;;;;;notebook;1;2022.01.07;081;;;;;
2020.02.10;KH;1;#HIÁNYZIK;;bkysk12;H20/0:5111;Dell;Latitude E5440;Core i5;4310U;2000;nincs;ddr3;nincs;;;;dvd-rw;14;;;integrált;hdmi;webcam;;;magyar;rossz;használt C;melegszik, bios password;;nincs;;2000;;;;nincs raktáron;2021.12.31;alkatrésznek;notebook;0;;;;;;-2000;alkatrésznek
2020.02.10;KH;1;#HIÁNYZIK;;bj7mf12;H20/0:5124;Dell;Latitude E5440;Core i5;4310U;2000;nincs;ddr3;nincs;;;;dvd-rw;14;;;integrált;hdmi;webcam;;;magyar;gyenge;használt C;kijelző hibás;;nincs;;2000;;;;nincs raktáron;2021.12.31;alkatrésznek;notebook;0;;;;;;-2000;alkatrésznek
2020.02.10;KH;1;#HIÁNYZIK;;gvvsk12;H20/0:5128;Dell;Latitude E5440;Core i5;4310U;2000;nincs;ddr3;nincs;;;;dvd-rw;14;;;integrált;hdmi;webcam;;;magyar;rossz;használt C;hiányos, bios password;;nincs;;2000;;;;nincs raktáron;2021.12.31;alkatrésznek;notebook;0;;;;;;-2000;alkatrésznek
2020.04.27;KH;1;#HIÁNYZIK;;;H20/1:4229;Dell;Latitude E5440;Core i5;4310U;2000;nincs;;nincs;;;;dvd-rw;14;;;integrált;hdmi;webcam;;;magyar;rossz;használt D;hiányos, bios password;kopott;nincs;;1000;;;;nincs raktáron;2021.12.31;alkatrésznek;notebook;0;;;;;;-1000;alkatrésznek
2021.03.30;KHBank;1;#HIÁNYZIK;;6nysk12;H21/0:8044;Dell;Latitude E5440;Core i5;4310U;2000;nincs;ddr3;nincs;;;;dvd-rw;14;;;integrált;hdmi;webcam;Win 7 pro;;magyar;nincs;használt D;alaplap hibás, hiányos;;nincs;;2000;;;;nincs raktáron;2021.12.31;alkatrésznek;notebook;0;;;;;;-2000;alkatrésznek
2020.02.10;KH;1;#HIÁNYZIK;;na;H20/0:5198;Dell;Latitude E5440;Core i5;;?;4096;ddr3;nincs;;;;nincs;14;;;;hdmi;webcam;Win 8 pro;;magyar;gyenge;használt C;nem kapcsol be;;nincs;;2000;;;;11 813;2021.09.09;vatera;notebook;0;;;;;;9813;vatera
2021.02.17;Egis;1;#HIÁNYZIK;;3yxpq72;H21/0:5622;Dell;Latitude E5450;Core i5;?;;nincs;ddr3;nincs;;;;nincs;nincs;;;integrált;hdmi;webcam;Win 8 pro;;magyar;nincs;használt D;alaplap hibás, erősen hiányos;kopott ;nincs;;2000;;;;nincs raktáron;2021.12.31;alkatrésznek;notebook;0;;;;;;-2000;alkatrésznek
2021.09.14;Egis;1;56000;;19zcq72;H21/3:6118;Dell;Latitude E5450;Core i5;5300U;2300;8192;ddr3;240;sata ssd;100;0;nincs;14;;HD (1366 x 768);integrált;hdmi;webcam;Win 8 pro;;magyar;gyenge;használt A-;;enyhén kopott;nincs;2021.11.09;2000;60000;56000;;56 000;2021.11.29;nagyker - Tibeko;notebook;0;2021.11.10;árlista;;;;54000;nagyker
2020.02.10;KH;1;#HIÁNYZIK;;cb8n462;H20/0:5101;Dell;Latitude E5450;Core i5;5300U;2300;8192;ddr3;250;sata ssd;100;0;nincs;14;;;integrált;hdmi;webcam;;;magyar;gyenge;használt C;kijelző hibás;kopott;nincs;;2000;;;;;;;notebook;1;2022.01.07;081;;;;;
2020.12.08;KH;1;#HIÁNYZIK;;f3vsl72;H20/3:9043;Dell;Latitude E5450;Core i5;5300U;2300;8192;ddr3;250;sata ssd;100;0;nincs;14;;;integrált;hdmi;webcam;Win 8 pro;;magyar;rossz;használt D;alaplap hibás;kopott;nincs;;2000;;;;5 293;2021.09.03;vatera;notebook;0;;;;;;3293;vatera
2021.10.18;KH;1;#HIÁNYZIK;;57mml72;H21/3:6049;Dell;Latitude E5450;Core i5;5300U;2300;8192;ddr3;256;sata ssd;100;0;nincs;14;;FHD (1920 x 1080);integrált;hdmi;webcam;Win 8 pro;;magyar;gyenge;használt A;;;nincs;;24000;;;;40 500;2021.11.10;dolgozói - KH;notebook;0;;;;;;16500;dolgozói
2021.07.15;KH;1;64000;;8fnsl72;H21/2:2516;Dell;Latitude E5450;Core i5;5300U;2300;8192;ddr3;256;sata ssd;100;0;nincs;14;;;integrált;hdmi;webcam;Win 8 pro;;magyar;új;használt A-;;kopott;nincs;2021.08.19;10000;68000;64000;;68 000;2021.09.16;nagyker - Abakus;notebook;0;2021.08.26;árlista;;;;58000;nagyker
2021.10.18;KH;1;#HIÁNYZIK;;g0vsl72;H21/3:5930;Dell;Latitude E5450;Core i5;5300U;2300;8192;ddr3;256;sata ssd;100;0;nincs;14;;FHD (1920 x 1080);integrált;hdmi;webcam;Win 8 pro;;magyar;gyenge;használt A-;;enyhén karcos;nincs;;24000;;;;40 500;2021.11.10;dolgozói - KH;notebook;0;;;;;;16500;dolgozói
2021.07.15;KH;1;58000;;5dfmg72;H21/2:0672;Dell;Latitude E5450;Core i5;5300U;2300;8192;ddr3;256;sata ssd;93;0;nincs;14;;;integrált;hdmi;webcam;Win 8 pro;;magyar;új;használt B;;repedt burkolat;nincs;2021.08.19;10000;62000;58000;;56 000;2021.12.02;nagyker - Halkakas;notebook;0;2021.09.30;árlista;;;;46000;nagyker
2021.07.14;KH;1;#HIÁNYZIK;;c1vdg72;H21/2:2453;Dell;Latitude E5450;Core i5;5300U;2300;8192;ddr3;256;sata ssd;91;0;nincs;14;;Geforce 830M;hdmi;webcam;kártyaolvasó;;magyar;nincs;van;használt C;akksi hiányos;touchpad és burkolat enyhén kopott;nincs;2021.09.22;24000;;;;;;;notebook;1;2022.01.07;084;;;;;
2021.10.18;KH;1;#HIÁNYZIK;;f96rg72;H21/3:5926;Dell;Latitude E5450;Core i5;5300U;2300;16384;ddr3;256;sata ssd;100;0;nincs;14;;FHD (1920 x 1080);integrált;hdmi;webcam;Win 8 pro;;magyar;gyenge;használt A-;;enyhén karcos;nincs;;24000;;;;40 500;2021.11.09;dolgozói - KH;notebook;0;;;;;;16500;dolgozói
2020.07.16;KH;1;#HIÁNYZIK;;jjfmg72;H20/2:1588;Dell;Latitude E5450;Core i5;5300U;2300;nincs;ddr3;320;sata hdd;100;0;nincs;14;;;integrált;hdmi;webcam;Win 10 pro;;magyar;rossz;használt C;akku rossz, nincs ram, bekapcsológomb hibás;;nincs;;2000;;;;nincs raktáron;2021.12.31;alkatrésznek;notebook;0;;;;;;-2000;alkatrésznek
2019.11.13;KH;1;#HIÁNYZIK;;h40rg72;H19/2:7204;Dell;Latitude E5450;Core i5;5300U;2300;nincs;ddr3;nincs;;;;nincs;14;;;integrált;hdmi;webcam;;;magyar;nincs;használt C;hiányos, bill hibás, kijelző hibás;kopott;nincs;;1000;;;;10 645;2021.11.29;vatera;notebook;0;;;;;;9645;vatera
2020.03.17;Egis;1;#HIÁNYZIK;;;H20/1:8676;Dell;Latitude E5450;Core i5;5300U;2300;nincs;;nincs;;;;nincs;14;;;integrált;hdmi;webcam;;;magyar;nincs;használt C;erősen hiányos;kopott;nincs;;2000;;;;14 961;2021.09.09;vatera;notebook;0;;;;;;12961;vatera
2021.03.30;KHBank;1;#HIÁNYZIK;;9z7ml72;H21/0:8025;Dell;Latitude E5450;Core i5;5300U;2300;nincs;ddr3;nincs;;;;nincs;14;;;integrált;hdmi;webcam;Win 8 pro;;magyar;nincs;használt C;hiányos;kopott;nincs;;8000;;;;;;;notebook;1;2022.01.07;081;;;;;
2021.03.30;KHBank;1;#HIÁNYZIK;;7hfmg72;H21/0:8026;Dell;Latitude E5450;Core i5;5300U;2300;nincs;ddr3;nincs;;;;nincs;14;;;integrált;hdmi;webcam;Win 8 pro;;magyar;nincs;használt C;hiányos;erősen törött, kopott;nincs;;8000;;;;;;;notebook;1;2022.01.07;081;;;;;
2021.03.30;KHBank;1;#HIÁNYZIK;;3ktj462;H21/0:8028;Dell;Latitude E5450;Core i5;5300U;2300;nincs;ddr3;nincs;;;;nincs;14;;;integrált;hdmi;webcam;Win 8 pro;;magyar;nincs;használt C;hiányos;kopott;nincs;;8000;;;;;;;notebook;1;2022.01.07;087;;;;;
2021.06.16;Egis;1;#HIÁNYZIK;;gflsd72;H21/2:0718;Dell;Latitude E5450;Core i5;5300U;2300;nincs;ddr3;nincs;;;;nincs;14;;;integrált;hdmi;nincs;Win 8 pro;;magyar;rossz;használt C;hiányos, bios password;kopott;nincs;;2000;;;;;;;notebook;1;2022.01.07;081;;;;;
2020.02.10;KH;1;#HIÁNYZIK;;78wqg72;H20/0:5135;Dell;Latitude E5450;Core i5;5300U;2300;nincs;ddr3;nincs;;;;nincs;14;;;integrált;hdmi;webcam;;;magyar;nincs;használt C;hiányos, bill hibás, alaplap hibás;;nincs;;2000;;;;nincs raktáron;2021.12.31;alkatrésznek;notebook;0;;;;;;-2000;alkatrésznek
2022.01.07;leltárnál elő;1;#HIÁNYZIK;;;H21/2:2511;Dell;Latitude E5450;Core i5;5300U;2300;nincs;ddr3;nincs;;;;nincs;14;;WUXGA (1920 x 1200);integrált;hdmi;webcam;Win 8 pro;;magyar;nincs;használt C;hiányos, akku hiányos, touchgomb hibás bal klick fent és lent;enyhén kopott;nincs;2022.01.11;0;;;;;;;notebook;1;2022.01.07;leltárnál elő;;;;;
2020.04.27;KH;1;#HIÁNYZIK;;43wqg72;H20/1:4221;Dell;Latitude E5450;Core i5;5300U;2300;nincs;;nincs;;;;nincs;14;;;integrált;hdmi;webcam;;;magyar;rossz;használt D;rossz akku, alaplap hibás, halmozottan hiányos;kopott;nincs;;1000;;;;7 323;2021.09.03;vatera;notebook;0;;;;;;6323;vatera
2020.04.27;KH;1;#HIÁNYZIK;;;H20/1:4236;Dell;Latitude E5450;Core i5;5300U;2300;nincs;;nincs;;;;nincs;14;;;integrált;hdmi;webcam;;;magyar;nincs;használt D;kijelző hibás, hiányos, rossz bill.;kopott;nincs;;1000;;;;12 757;2021.10.20;vatera;notebook;0;;;;;;11757;vatera
2021.02.17;Egis;1;#HIÁNYZIK;;dm2jp32;H21/0:5623;Dell;Latitude E5450;Core i5;5300U;2300;nincs;ddr3;nincs;;;;nincs;14;;;integrált;hdmi;webcam;;;magyar;nincs;használt D;bios password, kijelző törött, hiányos;erősen kopott, koszos, törött;nincs;;2000;;;;13 386;2021.12.06;vatera;notebook;0;;;;;;11386;vatera
2020.12.08;KH;1;#HIÁNYZIK;;4qmj462;H20/3:9047;Dell;Latitude E5450;Core i5;5300U;2300;nincs;ddr3;nincs;;;;nincs;14;;;integrált;hdmi;webcam;Win 8 pro;;magyar;nincs;használt D;bios password, hiányos;kopott;nincs;;2000;;;;;;;notebook;1;2022.01.07;081;;;;;
2021.03.30;KHBank;1;#HIÁNYZIK;;dbwqg72;H21/0:8024;Dell;Latitude E5450;Core i5;5300U;2300;nincs;ddr3;nincs;;;;nincs;14;;;integrált;hdmi;webcam;Win 8 pro;;magyar;nincs;használt D;elázott, hiányos;kopott;nincs;;2000;;;;;;;notebook;1;2022.01.07;081;;;;;
2020.10.21;KH;1;#HIÁNYZIK;;dj6rg72;H20/3:4452;Dell;Latitude E5450;Core i5;5300U;2300;nincs;ddr3;nincs;;;;nincs;14;;;integrált;hdmi;webcam;Win 8 pro;;magyar;nincs;használt D;hiányos, alaplap hibás;kopott;nincs;;2000;;;;nincs raktáron;2021.12.31;alkatrésznek;notebook;0;;;;;;-2000;alkatrésznek
2020.10.21;KH;1;#HIÁNYZIK;;dm0rg72;H20/3:4453;Dell;Latitude E5450;Core i5;5300U;2300;nincs;ddr3;nincs;;;;nincs;14;;;integrált;hdmi;webcam;Win 8 pro;;magyar;nincs;használt D;hiányos, vga hibás;kopott;nincs;;2000;;;;nincs raktáron;2021.12.31;alkatrésznek;notebook;0;;;;;;-2000;alkatrésznek
2020.03.19;Global;1;#HIÁNYZIK;;9x22hc2;H20/0:9892;Dell;Latitude E5470;Core  i5-6300U CPU @ 2.40GHZ;;;nincs;ddr4;nincs;;;;;14;;;integrált;;;;;;;használt C;kijelző hibás, bill hibás, touchpad hibás;burkolat törött;nincs;;58560;;;;11 811;2021.09.30;vatera;notebook;0;;;;;;-46749;vatera
2020.03.19;Global;1;#HIÁNYZIK;;f0jmlc2;H20/0:9885;Dell;Latitude E5470;Core  i5-6300U CPU @ 2.40GHZ;;;nincs;ddr4;nincs;;;;;14;;;integrált;;;;;;;használt C;lan csatlakozó hibás;burkolat törött ;nincs;;58560;;;;nincs raktáron;2021.12.31;alkatrésznek;notebook;0;;;;;;-58560;alkatrésznek
2020.03.19;Global;1;#HIÁNYZIK;;4D90HC2;H20/0:9540;Dell;Latitude E5470;Core i3;6100U;2300;8192;ddr4;120;sata ssd;100;0;nincs;14;;;integrált;hdmi;webcam;;;svéd;ok;használt A-;;stop track matrica;nincs;2020.05.28;48800;;;;;;;notebook;1;2022.01.07;eladótérben;;;;;
2020.03.19;Global;1;#HIÁNYZIK;;C1RXKC2;H20/0:9834;Dell;Latitude E5470;Core i3;6100U;2300;8192;ddr4;120;m2sata ssd;100;0;nincs;14;;HD (1366 x 768);integrált;hdmi;webcam;Win 8 pro;;magyar;nincs;használt C;nincs akku;kopott;nincs;2021.11.26;48800;;;;;;;notebook;1;2022.01.07;094;;;;;
2020.03.19;Global;1;56000;;5Q1KR72;H20/0:9530;Dell;Latitude E5470;Core i3;6100U;2300;8192;ddr4;128;m2sata ssd;100;0;nincs;14;;;integrált;hdmi;webcam;;;finn/svéd;ok;használt A;;billentyűzet magyar nyelvűre matricázva;nincs;2021.04.23;48800;60000;56000;;56 000;2021.09.02;nagyker - PC-Sziget;notebook;0;2021.05.19;árlista;;;;7200;nagyker
2020.03.19;Global;1;52000;;9MCLR72;H20/0:9596;Dell;Latitude E5470;Core i3;6100U;2300;8192;ddr4;128;sata ssd;100;0;nincs;14;;;Intel Corporation Skylake GT2 [HD Graphics 520];hdmi;webcam;;;finn/svéd;ok;használt A-;;billentyűzet magyar nyelvűre matricázva, kopott;nincs;2021.04.23;48800;56000;52000;;52 000;2021.09.16;nagyker - Hexxa;notebook;0;2021.05.19;árlista;;;;3200;nagyker
2020.03.19;Global;1;52000;;1VX5RC2;H20/0:9553;Dell;Latitude E5470;Core i3;6100U;2300;8192;ddr4;128;m2sata ssd;100;0;nincs;14;;;integrált;hdmi;webcam;;;finn/svéd;ok;használt A-;;billentyűzet magyar nyelvűre matricázva, enyhén kopott,fedlap kopott;nincs;2021.04.23;48800;56000;52000;;56 000;2021.09.28;nagyker - PCSziget;notebook;0;2021.05.19;árlista;;;;7200;nagyker
2020.03.19;Global;1;52000;;B1MLSC2;H20/0:9602;Dell;Latitude E5470;Core i3;6100U;2300;8192;ddr4;128;m2sata ssd;100;0;nincs;14;;;integrált;hdmi;webcam;;;finn/svéd;ok;használt A-;;billentyűzet magyar nyelvűre matricázva, enyhén kopott;nincs;2021.04.23;48800;56000;52000;;56 000;2021.09.28;nagyker - PCSziget;notebook;0;2021.05.19;árlista;;;;7200;nagyker
2020.03.19;Global;1;52000;;BN6VR72;H20/0:9570;Dell;Latitude E5470;Core i3;6100U;2300;8192;ddr4;128;sata ssd;100;0;nincs;14;;;Intel Corporation Skylake GT2 [HD Graphics 520];hdmi;webcam;;;finn/svéd;ok;használt A-;;billentyűzet magyar nyelvűre matricázva, karcos;nincs;2021.04.23;48800;56000;52000;;56 000;2021.10.18;nagyker - PCSziget;notebook;0;2021.09.30;árlista;;;;7200;nagyker
2020.03.19;Global;1;52000;;58H6RC2;H20/0:9598;Dell;Latitude E5470;Core i3;6100U;2300;8192;ddr4;128;sata ssd;100;0;nincs;14;;;Intel Corporation Skylake GT2 [HD Graphics 520];hdmi;webcam;;;finn/svéd;ok;használt A-;;billentyűzet magyar nyelvűre matricázva, fedlap ragasztós;nincs;2021.04.23;48800;56000;52000;;56 000;2021.10.18;nagyker - PCSziget;notebook;0;2021.09.30;árlista;;;;7200;nagyker
2020.03.19;Global;1;52000;;F2RXKC2;H20/0:9567;Dell;Latitude E5470;Core i3;6100U;2300;8192;ddr4;128;m2sata ssd;100;0;nincs;14;;;integrált;hdmi;webcam;nincs;;német;gyenge;használt A-;;karcos, kopott;nincs;2021.07.05;48800;56000;52000;;;;;notebook;1;2022.01.07;árlista - 055;;;;;
2020.03.19;Global;1;52000;;G5N4FC2;H20/0:9706;Dell;Latitude E5470;Core i3;6100U;2300;8192;ddr4;128;m2sata ssd;100;0;nincs;14;;;integrált;display port;webcam;nincs;;angol;gyenge;használt A-;;kopott;nincs;2021.07.05;48800;56000;52000;;;;;notebook;1;2022.01.07;árlista - 055;;;;;
2020.03.19;Global;1;52000;;308LSC2;H20/0:9841;Dell;Latitude E5470;Core i3;6100U;2300;8192;ddr4;128;sata ssd;100;0;nincs;14;;;integrált;hdmi;webcam;;;finn/svéd;ok;használt A-;;billentyűzet magyar nyelvűre matricázva, kopott;nincs;2021.04.23;48800;56000;52000;;;;;notebook;1;2022.01.07;árlista - 055;;;;;
2020.03.19;Global;1;44000;;G59YKC2;H20/0:9515;Dell;Latitude E5470;Core i3;6100U;2300;8192;ddr4;128;m2sata ssd;100;0;nincs;14;;;integrált;hdmi;webcam;;;finn/svéd;gyenge;használt B;;billentyűzet magyar nyelvűre matricázva, fedlap kopott, display foltos, display karcos;nincs;2021.04.23;48800;48000;44000;;44 000;2021.11.15;nagyker - Demezdor;notebook;0;2021.09.30;árlista;;;;-4800;nagyker
2020.03.19;Global;1;44000;;GZDJSC2;H20/0:9523;Dell;Latitude E5470;Core i3;6100U;2300;8192;ddr4;128;sata ssd;100;0;nincs;14;;;integrált;hdmi;webcam;;;finn/svéd;ok;használt B;;billentyűzet magyar nyelvűre matricázva, karcos, display folt;nincs;2021.04.23;48800;48000;44000;;44 000;2021.11.15;nagyker - Demezdor;notebook;0;2021.09.30;árlista;;;;-4800;nagyker
2020.03.19;Global;1;44000;;80YZKC2;H20/0:9709;Dell;Latitude E5470;Core i3;6100U;2300;8192;ddr4;128;m2sata ssd;100;0;nincs;14;;;integrált;hdmi;webcam;;;finn/svéd;ok;használt B;;billentyűzet magyar nyelvűre matricázva, kopott, fedlap sérült, display alatt sérült a burkolat;nincs;2021.04.23;48800;48000;44000;;44 000;2021.11.15;nagyker - Demezdor;notebook;0;2021.09.30;árlista;;;;-4800;nagyker
