Bevétel;Cég;dbszám;függvénynek;ism;Gyáriszám;hadrianus azonosító;Gyártó;Típus;CPU Típus;CPU Modell;CPU Órajel (mhz);Ram (mb);Ram típus;hdd (gb);hdd típus;állapot (%);badsector (db);cd/dvd;kijelző mérete;kijelző típusa;kijelző felbontás;VGA típusa;VGA kimenet;webcam;Licensz;Licensz sorszám;Billentyűzet nyelve;Akku;állapot;Műszaki hiba;Esztétikai hiba;csomagolás;javítva/bővítve;Besz.ár;ár 1-20;ár 20+;kisker;Nettó eladási ár;Eladás dátuma;Szállító;számlázó kategoria;számlázó leltár;leltár dátum;raktárhely;egyéb;Leírás;nettó kisker ár;NYERESÉG;Szállító - javitás
2021.09.24;MOL_Bp;1;#HIÁNYZIK;;PF0UKSSB;H21/3:3039;Lenovo;Thinkpad L470;Core i5;6200U;2300;8192;ddr4;240;sata ssd;100;0;nincs;14;;HD (1366 x 768);integrált;display port;webcam;Win 8 pro;;magyar;gyenge;használt A-;;enyhén kopott fedlap, kopott touchpad;nincs;2022.01.12;8000;árazás alatt;árazás alatt;;;;;notebook;1;2022.01.17;árlista;;;;;
2021.09.24;MOL_Bp;1;#HIÁNYZIK;;PF0VGG40;H21/3:1785;Lenovo;Thinkpad L470;Core i5;6200U;2300;8192;ddr4;240;sata ssd;100;0;nincs;14;;HD (1366 x 768);integrált;display port;webcam;Win 8 pro;;magyar;gyenge;használt A-;;enyhén kopott fedlap;nincs;2022.01.11;8000;árazás alatt;árazás alatt;;;;;notebook;1;2022.01.17;árlista;;;;;
2021.09.24;MOL_Bp;1;50000;;PF0VGJ7G;H21/3:1740;Lenovo;Thinkpad L470;Core i5;6200U;2300;8192;ddr4;240;sata ssd;100;0;nincs;14;;HD (1366 x 768);integrált;display port;webcam;Win 8 pro;;magyar;gyenge;használt B;;enyhén kopott és repedt burkolat, kopott touchpad;nincs;2022.01.13;8000;54000;50000;;;;;notebook;1;2022.01.14;árlista;;;;;
2021.08.31;MOL;1;50000;;PF0UY6AL;H21/2:8470;Lenovo;Thinkpad L470;Core i5;6200U;2300;8192;ddr4;240;sata ssd;100;0;nincs;14;;FHD (1920 x 1080);integrált;display port;webcam;Win 10 pro;;magyar;gyenge;használt B;;erősen kopott billentyűzet;nincs;2021.10.21;8000;54000;50000;;54 000;2021.12.16;nagyker - PCSziget;notebook;0;2021.11.04;árlista;;;;46000;nagyker
2021.08.16;MOL;1;50000;;1s20JVS0T600PF0W0RNU;H21/2:8047;Lenovo;Thinkpad L470;Core i5;6200U;2300;8192;ddr4;240;sata ssd;100;0;nincs;14;;HD (1366 x 768);integrált;display port;webcam;Win 10 pro;;magyar;gyenge;használt B;;kopott billentyűzet, karcos burkolat;nincs;2021.11.05;8000;54000;50000;;;;;notebook;1;2022.01.07;árlista - 074;;;;;
2021.08.31;MOL;1;50000;;PF0WE1PH;H21/3:0302;Lenovo;Thinkpad L470;Core i5;6200U;2300;8192;ddr4;240;sata ssd;100;0;nincs;14;;HD (1366 x 768);integrált;display port;webcam;Win 10 pro;;magyar;gyenge;használt B;;kopott, karcos, karcos display, repedt burkolat;nincs;2021.11.03;8000;54000;50000;;;;;notebook;1;2022.01.07;árlista - 075;;;;;
2021.09.24;MOL_Bp;1;#HIÁNYZIK;;PF0VH1DA;H21/3:1793;Lenovo;Thinkpad L470;Core i5;6200U;2300;8192;ddr4;240;sata ssd;100;0;nincs;14;;HD (1366 x 768);integrált;display port;webcam;Win 8 pro;;magyar;gyenge;használt B;;Kopott, törött hűtőrács és burkolat, diplay foltos;nincs;2022.01.13;8000;;;;;;;notebook;1;2022.01.14;újrateszt;;;;;
2021.09.24;MOL_Bp;1;#HIÁNYZIK;;PF0W0PRT;H21/3:1791;Lenovo;Thinkpad L470;Core i5;6200U;2300;8192;ddr4;240;sata ssd;100;0;nincs;14;;HD (1366 x 768);integrált;display port;webcam;Win 8 pro;;magyar;gyenge;használt B;;karcos fedlap, kopott touchpad és billentyűzet;nincs;2022.01.12;8000;árazás alatt;árazás alatt;;;;;notebook;1;2022.01.17;árlista;;;;;
2021.09.24;MOL_Bp;1;#HIÁNYZIK;;PF0W162C;H21/3:1797;Lenovo;Thinkpad L470;Core i5;6200U;2300;8192;ddr4;240;sata ssd;100;0;nincs;14;;HD (1366 x 768);integrált;display port;webcam;Win 8 pro;;magyar;gyenge;használt B;;enyhén kopott fedlap, kopott touchpad, törött SIM kártya burkolat;nincs;2022.01.12;8000;árazás alatt;árazás alatt;;;;;notebook;1;2022.01.17;árlista;;;;;
2021.09.24;MOL_Bp;1;#HIÁNYZIK;;PF0UKST8;H21/3:1788;Lenovo;Thinkpad L470;Core i5;6200U;2300;8192;ddr4;240;sata ssd;100;0;nincs;14;;HD (1366 x 768);integrált;display port;webcam;Win 8 pro;;magyar;gyenge;használt B;;SIM tálca burkolat enyhén sérült;nincs;2022.01.11;8000;árazás alatt;árazás alatt;;;;;notebook;1;2022.01.17;árlista;;;;;
2021.09.24;MOL_Bp;1;#HIÁNYZIK;;PF0WDZQV;H21/3:1739;Lenovo;Thinkpad L470;Core i5;6200U;2300;8192;ddr3;240;sata ssd;92;8;nincs;14;;FHD (1920 x 1080);integrált;display port;webcam;Win 8 pro;;magyar;gyenge;használt C;rossz ssd;enyhén karcos, kopott billenytűzet;nincs;;8000;;;;;;;notebook;1;2022.01.07;003;;;;;
2021.10.14;MOL;1;#HIÁNYZIK;;PF0UKV6D;H21/3:5913;Lenovo;Thinkpad L470;Core i5;6200U;2300;8192;ddr3;240;sata ssd;26;145;nincs;14;;FHD (1920 x 1080);integrált;display port;webcam;Win 10 pro;;magyar;gyenge;használt C;ssd hibás;foltos display, kopott billentyűzet, enyhén karcos;nincs;;8000;;;;;;;notebook;1;2022.01.07;043;;;;;
2021.05.20;MOL;1;74000;;1s20JVS0T600PF0W1216;H21/1:7133;Lenovo;Thinkpad L470;Core i5;6200U;2300;8192;ddr4;250;sata ssd;90;0;nincs;14;;;integrált;display port;webcam;Win 10 pro;;magyar;gyenge;használt A;;;nincs;;24000;78000;74000;;74 000;2021.09.08;nagyker - Secure-IT;notebook;0;2021.06.18;árlista;;;;50000;nagyker
2021.05.20;MOL;1;#HIÁNYZIK;dupla;1s20JVS13M00PF0X2LQT;H21/1:7147;Lenovo;Thinkpad L470;Core i5;6200U;2300;8192;ddr4;250;sata ssd;99;0;nincs;14;;;integrált;display port;webcam;Win 10 pro;;magyar;gyenge;használt A;;;nincs;2021.09.09;24000;78000;74000;;74 000;2021.10.20;nagyker - Rasztovich;notebook;0;;;;;;50000;nagyker
2021.05.20;MOL;1;70000;;1s20JVS0T600PF0W122B;H21/1:6711;Lenovo;Thinkpad L470;Core i5;6200U;2300;8192;ddr4;250;sata ssd;85;0;nincs;14;;;integrált;display port;webcam;Win 10 pro;;magyar;gyenge;használt A-;;kopott;nincs;;24000;74000;70000;;;;;notebook;1;2022.01.07;árlista - 067;;;;;
2021.05.20;MOL;1;70000;;1s20JVS0T600PF0W166V;H21/1:6719;Lenovo;Thinkpad L470;Core i5;6200U;2300;8192;ddr4;250;sata ssd;92;0;nincs;14;;;integrált;display port;webcam;Win 10 pro;;magyar;gyenge;használt A-;;sérült burkolat;nincs;2021.08.24;24000;74000;70000;;;;;notebook;1;2022.01.07;árlista - 073;;;;;
2021.05.20;MOL;1;70000;;1s20JVS0T600PF0W0Y7Y;H21/1:6732;Lenovo;Thinkpad L470;Core i5;6200U;2300;8192;ddr4;250;sata ssd;73;0;nincs;14;;;integrált;display port;webcam;Win 10 pro;;magyar;gyenge;használt A-;;kopott;nincs;;24000;74000;70000;;;;;notebook;1;2022.01.07;árlista - 073;;;;;
2021.05.20;MOL;1;70000;;1s20JVS0T600PF0WH8LA;H21/1:6735;Lenovo;Thinkpad L470;Core i5;6200U;2300;8192;ddr4;250;sata ssd;88;0;nincs;14;;;integrált;display port;webcam;Win 10 pro;;magyar;gyenge;használt A-;;enyhén kopott;nincs;;24000;74000;70000;;;;;notebook;1;2022.01.07;árlista - 073;;;;;
2021.05.20;MOL;1;70000;;1s20JVS13M00PF0ZMTYP;H21/1:7132;Lenovo;Thinkpad L470;Core i5;6200U;2300;8192;ddr4;250;sata ssd;99;0;nincs;14;;;integrált;display port;webcam;Win 10 pro;;magyar;gyenge;használt A-;;kopott;nincs;;24000;74000;70000;;;;;notebook;1;2022.01.07;árlista - 073;;;;;
2021.05.20;MOL;1;70000;;1s20JVS0T600PF0W07YW;H21/1:7159;Lenovo;Thinkpad L470;Core i5;6200U;2300;8192;ddr4;250;sata ssd;92;0;nincs;14;;;integrált;display port;webcam;Win 10 pro;;magyar;gyenge;használt A-;;kopott;nincs;;24000;74000;70000;;;;;notebook;1;2022.01.07;árlista - 073;;;;;
2021.05.20;MOL;1;70000;;1s20JVS0T600PF0WE1KR;H21/1:7160;Lenovo;Thinkpad L470;Core i5;6200U;2300;8192;ddr4;250;sata ssd;92;0;nincs;14;;;integrált;display port;webcam;Win 10 pro;;magyar;gyenge;használt A-;;kopott;nincs;;24000;74000;70000;;;;;notebook;1;2022.01.07;árlista - 073;;;;;
2021.05.20;MOL;1;70000;;1s20JVS13M00PF0X2LRW;H21/1:7165;Lenovo;Thinkpad L470;Core i5;6200U;2300;8192;ddr4;250;sata ssd;99;0;nincs;14;;;integrált;display port;webcam;Win 10 pro;;magyar;gyenge;használt A-;;kopott;nincs;;24000;74000;70000;;;;;notebook;1;2022.01.07;árlista - 073;;;;;
2021.05.20;MOL;1;70000;;1s20JVS0T600PF0VGG30;H21/1:8100;Lenovo;Thinkpad L470;Core i5;6200U;2300;8192;ddr4;250;sata ssd;94;0;nincs;14;;;integrált;display port;webcam;Win 10 pro;;magyar;gyenge;használt A-;;burkolat karcos;nincs;;24000;74000;70000;;;;;notebook;1;2022.01.07;árlista - 073;;;;;
2021.05.20;MOL;1;50000;;1s20JVS0T600PF0VG165;H21/1:6645;Lenovo;Thinkpad L470;Core i5;6200U;2300;8192;ddr4;250;sata ssd;87;0;nincs;14;;;integrált;display port;webcam;Win 10 pro;;magyar;gyenge;használt B;;disp folt, kopott;nincs;;16000;54000;50000;;;;;notebook;1;2022.01.07;árlista - 074;;;;;
2021.05.20;MOL;1;50000;;1s20JVS0T600PF0VGX16;H21/1:7152;Lenovo;Thinkpad L470;Core i5;6200U;2300;8192;ddr4;250;sata ssd;91;0;nincs;14;;;integrált;display port;webcam;Win 10 pro;;magyar;gyenge;használt B;;nagyon kopott;nincs;;16000;54000;50000;;;;;notebook;1;2022.01.07;árlista - 074;;;;;
2021.05.20;MOL;1;74000;;1s20JVS0T60MPF0V24QP;H21/1:8210;Lenovo;Thinkpad L470;Core i5;6200U;2300;8192;ddr4;256;sata ssd;94;0;nincs;14;;;integrált;display port;webcam;Win 10 pro;;angol;gyenge;használt A;;;nincs;;24000;78000;74000;;garba;2021.11.17;nagyker - Rasztovich;notebook;0;2021.09.30;árlista;;;;-24000;nagyker
2021.08.16;MOL;1;#HIÁNYZIK;;1s20JVS0T600PF0VGG5R;H21/2:7902;Lenovo;Thinkpad L470;Core i5;6200U;2300;8192;ddr3;256;sata ssd;94;0;nincs;14;;;integrált;display port;webcam;Win 10 pro;;magyar;gyenge;használt A;;;nincs;;24000;;;;37 000;2021.10.08;dolgozói - MOL;notebook;0;;;;;;13000;dolgozói
2021.08.16;MOL;1;#HIÁNYZIK;;1s20JVS0T600PF0VGUX2;H21/2:7955;Lenovo;Thinkpad L470;Core i5;6200U;2300;8192;ddr4;256;sata ssd;94;0;nincs;14;;;integrált;display port;webcam;Win 10 pro;;magyar;gyenge;használt A;;;nincs;;24000;;;;37 000;2021.10.12;dolgozói - MOL;notebook;0;;;;;;13000;dolgozói
2021.11.08;MOL;1;#HIÁNYZIK;;1s20JVS0T600PF0VGNHU;H21/3:6071;Lenovo;Thinkpad L470;Core i5;6200U;2300;8192;ddr4;256;sata ssd;87;0;nincs;14;;HD (1366 x 768);integrált;display port;webcam;Win 10 pro;;magyar;gyenge;használt A;;;nincs;;24000;;;;37 000;2021.12.10;dolgozói - MOL;notebook;0;;;;;;13000;dolgozói
2021.12.14;Mol_Bp;1;#HIÁNYZIK;;PF0W0WBL;H21/4:3749;Lenovo;Thinkpad L470;Core i5;6200U;2300;8192;ddr4;256;sata ssd;90;0;nincs;14;;HD (1366 x 768);integrált;display port;webcam;Win 10 pro;;magyar;gyenge;használt A;;;nincs;;24000;;;;37 000;foglalva - dolgozói MOL;;notebook;1;2022.01.01;mol dolgozói;;;;;
2021.05.20;MOL;1;70000;;1s20JVS0T600PF0WDZSX;H21/1:6590;Lenovo;Thinkpad L470;Core i5;6200U;2300;8192;ddr4;256;sata ssd;94;0;nincs;14;;;integrált;display port;webcam;Win 10 pro;;magyar;gyenge;használt A-;;enyhén kopott;nincs;;24000;74000;70000;;;;;notebook;1;2022.01.07;árlista - 073;;;;;
2021.05.20;MOL;1;70000;;1s20JVS0T600PF0VG5FJ;H21/1:6653;Lenovo;Thinkpad L470;Core i5;6200U;2300;8192;ddr4;256;sata ssd;99;0;nincs;14;;;integrált;display port;webcam;Win 10 pro;;magyar;gyenge;használt A-;;kopott;nincs;;24000;74000;70000;;;;;notebook;1;2022.01.07;árlista - 073;;;;;
2021.05.20;MOL;1;70000;;1s20JVS0T600PF0W163P;H21/1:8125;Lenovo;Thinkpad L470;Core i5;6200U;2300;8192;ddr4;256;sata ssd;96;0;nincs;14;;;integrált;display port;webcam;Win 10 pro;;magyar;gyenge;használt A-;;touchpad és billetyűzet kopott, burkolat enyhén karcos;nincs;;24000;74000;70000;;;;;notebook;1;2022.01.07;árlista - 067;;;;;
2021.05.20;MOL;1;70000;;1s20JVS0T600PF0UY9EM;H21/1:8175;Lenovo;Thinkpad L470;Core i5;6200U;2300;8192;ddr4;256;sata ssd;89;0;nincs;14;;;integrált;display port;webcam;Win 8 pro;;magyar;gyenge;használt A-;;burkolat karcos, touchpad és billentyűzet kopott;nincs;;24000;74000;70000;;;;;notebook;1;2022.01.07;árlista - 073;;;;;
2021.05.20;MOL;1;70000;;1s20JVS0T600PF0VGDZF;H21/1:8183;Lenovo;Thinkpad L470;Core i5;6200U;2300;8192;ddr3;256;sata ssd;90;0;nincs;14;;;integrált;display port;webcam;Win 10 pro;;magyar;gyenge;használt A-;;burkolat karcos, billentyűzet kopott;nincs;;24000;74000;70000;;;;;notebook;1;2022.01.07;árlista - 073;;;;;
2021.05.20;MOL;1;70000;;1s20JVS0T600PF0W0W9V;H21/1:8200;Lenovo;Thinkpad L470;Core i5;6200U;2300;8192;ddr4;256;sata ssd;95;0;nincs;14;;;integrált;display port;webcam;Win 10 pro;;magyar;gyenge;használt A-;;enyhén kopott;nincs;;24000;74000;70000;;;;;notebook;1;2022.01.07;árlista - 076;;;;;
2021.07.06;MOL;1;70000;;1s20JVS0T600PF0VGX1J;H21/2:3370;Lenovo;Thinkpad L470;Core i5;6200U;2300;8192;ddr4;256;sata ssd;81;0;nincs;14;;;integrált;display port;webcam;Win 10 pro;;magyar;gyenge;használt A-;;enyhe display folt;nincs;2021.10.25;16000;74000;70000;;;;;notebook;1;2022.01.07;árlista - 067;;;;;
2021.08.16;MOL;1;70000;;1s20JVS0T600PF0W11ZW;H21/2:7478;Lenovo;Thinkpad L470;Core i5;6200U;2300;8192;ddr3;256;sata ssd;93;0;nincs;14;;;integrált;display port;webcam;Win 10 pro;;magyar;gyenge;használt A-;;kopott;nincs;;24000;74000;70000;;;;;notebook;1;2022.01.07;árlista - 067;;;;;
2021.07.06;MOL;1;árazás alatt;;1s20JVS0T60MPF0V24S8;H21/2:3362;Lenovo;Thinkpad L470;Core i5;6200U;2300;8192;ddr4;256;sata ssd;100;0;nincs;14;;FHD (1920 x 1080);integrált;display port;webcam;Win 8 pro;;angol;gyenge;használt A-;;kopott;nincs;2021.12.13;16000;árazás alatt;árazás alatt;;;;;notebook;1;2022.01.07;árlista - 076;;;;;
2021.07.06;MOL;1;#HIÁNYZIK;;1s20JVS0T600PF0VGG3N;H21/2:3353;Lenovo;Thinkpad L470;Core i5;6200U;2300;8192;ddr4;256;sata ssd;86;0;nincs;14;;;integrált;display port;webcam;Win 10 pro;;magyar;gyenge;használt A-;;karcos fedlap;nincs;;24000;;;;33 000;2021.09.15;dolgozói - MOL;notebook;0;;;;;;9000;dolgozói
2021.08.16;MOL;1;#HIÁNYZIK;;1s20JVS0T600PF0VGSRV;H21/2:7440;Lenovo;Thinkpad L470;Core i5;6200U;2300;8192;ddr4;256;sata ssd;93;0;nincs;14;;;integrált;display port;webcam;Win 10 pro;;magyar;gyenge;használt A-;;enyhén kopott;nincs;;24000;;;;37 000;2021.10.06;dolgozói - MOL;notebook;0;;;;;;13000;dolgozói
2021.08.31;MOL;1;#HIÁNYZIK;;PF0VGQQU;H21/2:9099;Lenovo;Thinkpad L470;Core i5;6200U;2300;8192;ddr4;256;sata ssd;92;0;nincs;14;;;integrált;display port;webcam;Win 10 pro;;magyar;gyenge;használt A-;;kopott;nincs;;24000;;;;37 000;2021.10.06;dolgozói - MOL;notebook;0;;;;;;13000;dolgozói
2021.08.16;MOL;1;#HIÁNYZIK;;1s20JVS0T600PF0VGG4D;H21/2:7495;Lenovo;Thinkpad L470;Core i5;6200U;2300;8192;ddr4;256;sata ssd;84;0;nincs;14;;;integrált;display port;webcam;Win 10 pro;;magyar;gyenge;használt A-;;kopott;nincs;;24000;;;;37 000;2021.10.07;dolgozói - MOL;notebook;0;;;;;;13000;dolgozói
2021.08.16;MOL;1;#HIÁNYZIK;;1s20JVS0T600PF0VGNJ5;H21/2:7940;Lenovo;Thinkpad L470;Core i5;6200U;2300;8192;ddr4;256;sata ssd;99;0;nincs;14;;;integrált;display port;webcam;Win 10 pro;;magyar;gyenge;használt A-;;enyhén kopott;nincs;;24000;;;;37 000;2021.10.08;dolgozói - MOL;notebook;0;;;;;;13000;dolgozói
2021.08.16;MOL;1;#HIÁNYZIK;;1s20JVS0T600PF0VGQQE;H21/2:8021;Lenovo;Thinkpad L470;Core i5;6200U;2300;8192;ddr4;256;sata ssd;80;0;nincs;14;;;integrált;display port;webcam;Win 10 pro;;magyar;gyenge;használt A-;;billentyűzet kopott;nincs;;24000;;;;37 000;2021.10.13;dolgozói - MOL;notebook;0;;;;;;13000;dolgozói
2021.08.16;MOL;1;#HIÁNYZIK;;1s20JVS0T600PF0UY5XQ;H21/2:8019;Lenovo;Thinkpad L470;Core i5;6200U;2300;8192;ddr4;256;sata ssd;92;0;nincs;14;;;integrált;display port;webcam;Win 8 pro;;magyar;gyenge;használt A-;;burkolat enyhén kopott, billentyűzet erősen kopott;nincs;;24000;;;;37 000;2021.10.14;dolgozói - MOL;notebook;0;;;;;;13000;dolgozói
2021.09.24;MOL_Bp;1;#HIÁNYZIK;;PF0VGE21;H21/3:3018;Lenovo;Thinkpad L470;Core i5;6200U;2300;8192;ddr4;256;sata ssd;91;0;nincs;14;IPS;FHD (1920 x 1080);integrált;display port;webcam;Win 10 pro;;magyar;gyenge;használt A-;;kopott;nincs;;24000;;;;37 000;2021.10.15;dolgozói - MOL;notebook;0;;;;;;13000;dolgozói
2021.08.31;MOL;1;#HIÁNYZIK;;PF0W15ZR;H21/3:0300;Lenovo;Thinkpad L470;Core i5;6200U;2300;8192;ddr4;256;sata ssd;97;0;nincs;14;;;integrált;display port;webcam;Win 10 pro;;magyar;gyenge;használt A-;;kopott burkolat;nincs;;24000;;;;37 000;2021.10.22;dolgozói - MOL;notebook;0;;;;;;13000;dolgozói
2021.09.07;MOL;1;#HIÁNYZIK;;1s20JVS0T600PF0W04YJ;H21/3:0944;Lenovo;Thinkpad L470;Core i5;6200U;2300;8192;ddr4;256;sata ssd;96;0;nincs;14;;;integrált;display port;webcam;Win 8 pro;;magyar;gyenge;használt A-;;enyhén karcos fedlap;nincs;;24000;;;;37 000;2021.12.09;dolgozói - MOL;notebook;0;;;;;;13000;dolgozói
2021.11.29;MOL;1;#HIÁNYZIK;;PF0W0AJC;H21/4:0938;Lenovo;Thinkpad L470;Core i5;6200U;2300;8192;ddr4;256;sata ssd;89;0;nincs;14;;HD (1366 x 768);integrált;display port;webcam;Win 10 pro;;magyar;gyenge;használt A-;;enyhén kopott billentyűzet;nincs;;24000;;;;37 000;2021.12.09;dolgozói - MOL;notebook;0;;;;;;13000;dolgozói
2021.09.07;MOL;1;#HIÁNYZIK;;1s20JVS0T600PF0WDXWY;H21/3:1537;Lenovo;Thinkpad L470;Core i5;6200U;2300;8192;ddr4;256;sata ssd;100;0;nincs;14;;;integrált;display port;webcam;Win 10 pro;;magyar;gyenge;használt A-;;kopott;nincs;;24000;;;;37 000;2021.12.10;dolgozói - MOL;notebook;0;;;;;;13000;dolgozói
2021.11.08;MOL;1;#HIÁNYZIK;;1s20JVS0T600PF0VGLFM;H21/3:6074;Lenovo;Thinkpad L470;Core i5;6200U;2300;8192;ddr4;256;sata ssd;92;0;nincs;14;;HD (1366 x 768);integrált;display port;webcam;Win 10 pro;;magyar;gyenge;használt A-;;enyhe repedt burkolat;nincs;;24000;;;;37 000;2021.12.10;dolgozói - MOL;notebook;0;;;;;;13000;dolgozói
2021.09.07;MOL;1;#HIÁNYZIK;;1s20JVS0T600PF0UKZ5P;H21/3:0962;Lenovo;Thinkpad L470;Core i5;6200U;2300;8192;ddr4;256;sata ssd;96;0;nincs;14;;;integrált;display port;webcam;Win 10 pro;;magyar;gyenge;használt A-;;enyhén karcos;nincs;;24000;;;;37 000;2021.12.11;dolgozói - MOL;notebook;0;;;;;;13000;dolgozói
2021.09.07;MOL;1;#HIÁNYZIK;;1s20JVS0T600PF0VGBVZ;H21/3:1528;Lenovo;Thinkpad L470;Core i5;6200U;2300;8192;ddr4;256;sata ssd;78;0;nincs;14;;;integrált;display port;webcam;Win 10 pro;;magyar;gyenge;használt A-;;kopott;nincs;;24000;;;;37 000;2021.12.11;dolgozói - MOL;notebook;0;;;;;;13000;dolgozói
2021.09.07;MOL;1;#HIÁNYZIK;;1s20JVS0T600PF0VGX4E;H21/3:1534;Lenovo;Thinkpad L470;Core i5;6200U;2300;8192;ddr4;256;sata ssd;82;0;nincs;14;;;integrált;display port;webcam;Win 10 pro;;magyar;gyenge;használt A-;;kopott;nincs;;24000;;;;37 000;2021.12.11;dolgozói - MOL;notebook;0;;;;;;13000;dolgozói
2021.11.29;MOL;1;#HIÁNYZIK;;PF0VGBTV;H21/4:0926;Lenovo;Thinkpad L470;Core i5;6200U;2300;8192;ddr4;256;sata ssd;93;0;nincs;14;;HD (1366 x 768);integrált;display port;webcam;Win 10 pro;;magyar;gyenge;használt A-;;kopott billentyűzet;nincs;;24000;;;;37 000;2021.12.11;dolgozói - MOL;notebook;0;;;;;;13000;dolgozói
2021.09.07;MOL;1;#HIÁNYZIK;;1s20JVS0T600PF0UKV1E;H21/3:1531;Lenovo;Thinkpad L470;Core i5;6200U;2300;8192;ddr4;256;sata ssd;95;0;nincs;14;;;integrált;display port;webcam;Win 8 pro;;magyar;gyenge;használt A-;;kopott;nincs;;24000;;;;37 000;2021.12.15;dolgozói - MOL;notebook;0;;;;;;13000;dolgozói
2021.10.14;MOL;1;#HIÁNYZIK;;PF0W0BFY;H21/3:3678;Lenovo;Thinkpad L470;Core i5;6200U;2300;8192;ddr4;256;sata ssd;86;0;nincs;14;;HD (1366 x 768);integrált;display port;webcam;Win 10 pro;;magyar;gyenge;használt A-;;kopott;nincs;;24000;;;;37 000;2021.12.15;dolgozói - MOL;notebook;0;;;;;;13000;dolgozói
2021.11.08;MOL;1;#HIÁNYZIK;;1s20JVS0T600PF0VGLG3;H21/3:6067;Lenovo;Thinkpad L470;Core i5;6200U;2300;8192;ddr4;256;sata ssd;93;0;nincs;14;;HD (1366 x 768);integrált;display port;webcam;Win 10 pro;;magyar;gyenge;használt A-;;enyhén kopott billentyűzet;nincs;;24000;;;;37 000;2021.12.16;dolgozói - MOL;notebook;0;;;;;;13000;dolgozói
2021.11.29;MOL;1;#HIÁNYZIK;;PF0VGBWX;H21/4:0924;Lenovo;Thinkpad L470;Core i5;6200U;2300;8192;ddr4;256;sata ssd;91;0;nincs;14;;HD (1366 x 768);integrált;display port;webcam;Win 10 pro;;magyar;gyenge;használt A-;;enyhén kopott;nincs;;24000;;;;37 000;foglalva - dolgozói MOL;;notebook;1;2022.01.07;dolgozói polc;;;;;
2021.11.29;MOL;1;#HIÁNYZIK;;PF0VGQMA;H21/4:0927;Lenovo;Thinkpad L470;Core i5;6200U;2300;8192;ddr4;256;sata ssd;90;0;nincs;14;;HD (1366 x 768);integrált;display port;webcam;Win 10 pro;;magyar;gyenge;használt A-;;enyhén karcos;nincs;;24000;;;;37 000;foglalva - dolgozói MOL;;notebook;1;2022.01.07;dolgozói polc;;;;;
2021.12.14;Mol_Bp;1;#HIÁNYZIK;;PF0W0HZ6;H21/4:4236;Lenovo;Thinkpad L470;Core i5;6200U;2300;8192;ddr4;256;sata ssd;85;0;nincs;14;;HD (1366 x 768);integrált;display port;webcam;Win 10 pro;;magyar;gyenge;használt A-;;kopott;nincs;;24000;;;;37 000;foglalva - dolgozói MOL;;notebook;1;2022.01.01;mol dolgozói;;;;;
2021.12.14;Mol_Bp;1;#HIÁNYZIK;;PF0VGDY7;H21/4:4229;Lenovo;Thinkpad L470;Core i5;6200U;2300;8192;ddr4;256;sata ssd;94;0;nincs;14;;HD (1366 x 768);integrált;display port;webcam;Win 10 pro;;magyar;gyenge;használt A-;;kopott, karcos display;nincs;;24000;;;;37 000;foglalva - dolgozói MOL;;notebook;1;2022.01.01;mol dolgozói;;;;;
2021.12.14;Mol_Bp;1;#HIÁNYZIK;;PF0UKV0W;H21/4:4201;Lenovo;Thinkpad L470;Core i5;6200U;2300;8192;ddr4;256;sata ssd;90;0;nincs;14;;HD (1366 x 768);integrált;display port;webcam;Win 8 pro;;magyar;gyenge;használt A-;;kopott;nincs;;24000;;;;37 000;foglalva - dolgozói MOL;;notebook;1;2022.01.01;mol dolgozói;;;;;
2021.12.14;Mol_Bp;1;#HIÁNYZIK;;PF0VGBXB;H21/4:4231;Lenovo;Thinkpad L470;Core i5;6200U;2300;8192;ddr4;256;sata ssd;95;0;nincs;14;;HD (1366 x 768);integrált;display port;webcam;Win 10 pro;;magyar;gyenge;használt A-;;kopott;nincs;;24000;;;;37 000;foglalva - dolgozói MOL;;notebook;1;2022.01.01;mol dolgozói;;;;;
2021.12.14;Mol_Bp;1;#HIÁNYZIK;;PF0UKSPJ;H21/4:4087;Lenovo;Thinkpad L470;Core i5;6200U;2300;8192;ddr4;256;sata ssd;91;0;nincs;14;;HD (1366 x 768);integrált;display port;webcam;Win 8 pro;;magyar;gyenge;használt A-;;kopott;nincs;;24000;;;;37 000;foglalva - dolgozói MOL;;notebook;1;2022.01.01;mol dolgozói;;;;;
2021.12.14;Mol_Bp;1;#HIÁNYZIK;;PF0UKV5S;H21/4:4069;Lenovo;Thinkpad L470;Core i5;6200U;2300;8192;ddr4;256;sata ssd;83;0;nincs;14;IPS;HD (1366 x 768);integrált;display port;webcam;Win 8 pro;;magyar;gyenge;használt A-;;kopott;nincs;;24000;;;;37 000;foglalva - dolgozói MOL;;notebook;1;2022.01.01;mol dolgozói;;;;;
2021.12.14;Mol_Bp;1;#HIÁNYZIK;;PF0W035K;H21/4:4210;Lenovo;Thinkpad L470;Core i5;6200U;2300;8192;ddr4;256;sata ssd;90;0;nincs;14;;HD (1366 x 768);integrált;display port;webcam;Win 8 pro;;magyar;gyenge;használt A-;;kopott, enyhén karcos;nincs;;24000;;;;37 000;foglalva - dolgozói MOL;;notebook;1;2022.01.01;mol dolgozói;;;;;
